beneficiary_id,income_category,household_size,months_present_count,units_consumed_mean,units_consumed_median,units_consumed_mode,units_consumed_std,units_consumed_max,units_consumed_min,electricitybilling_amount_mean,electricitybilling_amount_median,electricitybilling_amount_mode,electricitybilling_amount_std,electricitybilling_amount_max,electricitybilling_amount_min,gas_refill_amt_mean,gas_refill_amt_median,gas_refill_amt_mode,gas_refill_amt_std,gas_refill_amt_max,gas_refill_amt_min,gas_refill_subsidy_amt_mean,gas_refill_subsidy_amt_median,gas_refill_subsidy_amt_mode,gas_refill_subsidy_amt_std,gas_refill_subsidy_amt_max,gas_refill_subsidy_amt_min,mobilerechargeamount_mean,mobilerechargeamount_median,mobilerechargeamount_mode,mobilerechargeamount_std,mobilerechargeamount_max,mobilerechargeamount_min,mobile_recharge_number,data_confidence_score,timestamp,units_per_capita,electricity_bill_per_capita,gas_bill_per_capita,mobile_bill_per_capita,cost_per_unit_electricity,subsidy_ratio,average_recharge_value,total_monthly_utility_spend,electricity_cv,mobile_cv,is_data_rich,missing_electricity,missing_gas,missing_mobile,interaction_elec_hh
BEN_05701,Low,2,2,65.16,66.01,57.2,16.97,103.3,29.17,576.55,589.26,670.71,108.31,1102.46,421.6,787.56,787.56,787.56,78.76,865.56,763.56,243,243,243,30,243,243,152,137.85,146.55,41.61,213.16,65.19,2,70.63,2024-03-18,32.58,288.28,393.78,76.0,8.85,0.31,152,1516.11,0.26,0.27,0,3,2,0,130.32
BEN_26018,High,6,5,500.14,516.86,557.5,108.49,791.28,307.71,4735.94,4935.24,4644.71,987.58,7222.27,3667.47,873.51,873.51,873.51,87.35,931.51,832.51,305,305,305,30,305,305,1198,1123.1,1412.87,447.86,2310.33,695.07,3,85.03,2023-05-18,83.36,789.32,145.58,199.67,9.47,0.35,1198,6807.45,0.22,0.37,1,0,0,3,3000.84
BEN_30068,High,5,4,352.4,341.54,325.33,85.36,689.93,252.31,2940.33,2690.07,2874.75,490.69,3985.08,2183.56,1258.49,1258.49,1258.49,125.85,1286.49,1193.49,0,0,0,0,0,0,851,877.78,691.85,208.56,1041.22,618.57,4,95.34,2023-08-13,70.48,588.07,251.7,170.2,8.34,0.0,851,5049.81,0.24,0.25,1,1,0,1,1762.02
BEN_11733,Low,5,5,63.99,67.78,61.74,14.17,84.63,37.57,382.3,362.8,447.61,111.33,569.63,196.57,1207.64,1207.64,1207.64,120.76,1259.64,1153.64,222,222,222,30,222,222,118,110.95,122.98,23.93,182.59,71.23,3,97.0,2023-08-22,12.8,76.46,241.53,23.6,5.97,0.18,118,1707.93,0.22,0.2,1,0,1,1,319.96
BEN_01953,Medium,6,5,67.02,65.85,66.62,14.17,101.1,43.12,463.91,456.11,371.88,133.97,712.87,360.53,916.91,916.91,916.91,91.69,957.91,886.91,151,151,151,30,151,151,835,825.7,987.82,245.88,1647.46,360.95,3,100.0,2023-09-27,11.17,77.32,152.82,139.17,6.92,0.16,835,2215.81,0.21,0.29,1,0,1,0,402.1
BEN_31826,High,2,4,430.47,436.52,345.14,87.19,578.14,218.61,3906.13,4155.73,3548.37,526.79,5171.59,1972.4,929.12,929.12,929.12,92.91,1003.12,844.12,0,0,0,0,0,0,790,726.88,644.63,184.29,1424.94,429.73,1,96.02,2023-06-01,215.23,1953.06,464.56,395.0,9.07,0.0,790,5625.25,0.2,0.23,1,1,2,1,860.94
BEN_10137,Low,7,5,193.32,192.81,180.98,40.45,335.15,146.84,1352.93,1434.69,1429.17,348.85,2640.78,724.14,790.44,790.44,790.44,79.04,813.44,759.44,304,304,304,30,304,304,199,208.28,216.0,42.31,395.27,104.04,4,100.0,2023-12-18,27.62,193.28,112.92,28.43,7.0,0.38,199,2342.37,0.21,0.21,1,0,1,1,1353.24
BEN_27639,High,7,5,551.83,557.7,604.95,167.51,1085.98,437.62,4004.84,4184.08,3292.79,400.54,6940.63,2614.78,816.89,816.89,816.89,81.69,875.89,728.89,0,0,0,0,0,0,642,642.0,642.0,0.0,642.0,642.0,3,83.37,2023-07-22,78.83,572.12,116.7,91.71,7.26,0.0,642,5463.72,0.3,0.0,1,0,0,4,3862.84
BEN_30856,High,7,4,366.9,373.58,380.13,86.66,619.45,271.25,1300.54,1369.47,1474.43,172.96,2234.18,992.41,954.3,954.3,954.3,95.43,979.3,906.3,0,0,0,0,0,0,776,724.26,767.08,286.45,1312.09,422.35,1,91.0,2022-12-14,52.41,185.79,136.33,110.86,3.54,0.0,776,3030.83,0.24,0.37,1,1,2,0,2568.29
BEN_15541,Low,7,5,197.64,186.2,230.53,29.7,375.44,124.3,1649.85,1679.49,1701.66,378.58,3032.04,1281.73,892.51,892.51,892.51,89.25,989.51,855.51,0,0,0,0,0,0,510,491.36,463.18,201.78,719.26,232.35,2,100.0,2023-10-15,28.23,235.69,127.5,72.86,8.35,0.0,510,3052.36,0.15,0.4,1,0,0,2,1383.47
BEN_02531,Low,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841.32,841.32,841.32,84.13,873.32,774.32,406,406,406,30,406,406,366,377.49,410.28,121.63,461.17,235.26,2,80.48,2023-02-26,0.0,0.0,120.19,52.29,0.0,0.48,366,1207.32,0.0,0.33,0,5,1,2,0.0
BEN_01080,High,5,4,279.81,292.65,317.64,98.77,373.41,197.77,2607.38,2830.36,2782.99,465.78,4607.88,1748.87,1036.09,1036.09,1036.09,0.0,1036.09,1036.09,0,0,0,0,0,0,1364,1412.84,1514.73,375.77,1927.56,983.2,3,82.84,2024-06-13,55.96,521.48,207.22,272.8,9.32,0.0,1364,5007.48,0.35,0.28,1,1,4,0,1399.04
BEN_08271,Medium,6,5,190.35,180.01,167.13,37.51,229.5,121.61,1090.12,1082.98,1090.17,291.97,1929.47,574.38,903.86,903.86,903.86,90.39,991.86,842.86,0,0,0,0,0,0,537,576.34,619.62,146.88,929.21,417.23,2,100.0,2023-02-09,31.73,181.69,150.64,89.5,5.73,0.0,537,2530.97,0.2,0.27,1,0,0,2,1142.11
BEN_15080,High,3,5,196.36,197.47,202.36,76.24,315.94,146.13,2094.49,2286.41,2008.16,272.4,3507.41,1235.71,698.33,698.33,698.33,69.83,793.33,667.33,0,0,0,0,0,0,409,374.11,334.14,158.2,491.19,214.74,1,100.0,2023-03-23,65.45,698.16,232.78,136.33,10.67,0.0,409,3201.82,0.39,0.39,1,0,0,1,589.09
BEN_13625,High,7,5,355.88,351.39,405.21,140.98,696.3,155.87,1711.35,1682.55,1809.4,299.08,2332.18,695.52,743.06,743.06,743.06,74.31,799.06,689.06,0,0,0,0,0,0,552,581.82,507.42,203.22,987.8,401.57,2,96.1,2023-01-02,50.84,244.48,106.15,78.86,4.81,0.0,552,3006.41,0.4,0.37,1,0,2,0,2491.19
BEN_13972,Medium,5,3,253.09,232.8,215.01,73.81,415.92,178.64,1425.2,1337.41,1146.71,325.88,2592.1,608.62,1159.18,1159.18,1159.18,115.92,1241.18,1083.18,0,0,0,0,0,0,500,467.79,561.96,150.78,994.07,288.07,3,84.0,2023-12-17,50.62,285.04,231.84,100.0,5.63,0.0,500,3084.38,0.29,0.3,0,2,0,0,1265.45
BEN_13774,High,3,5,164.86,157.41,193.94,51.01,260.62,125.74,1419.01,1364.83,1646.61,172.5,2096.53,957.94,1115.96,1115.96,1115.96,111.6,1194.96,1065.96,0,0,0,0,0,0,1774,1667.17,1496.98,681.43,2201.54,929.45,2,89.07,2024-01-12,54.95,473.0,371.99,591.33,8.61,0.0,1774,4308.97,0.31,0.38,1,0,0,0,494.58
BEN_19390,Medium,6,5,326.38,346.83,348.56,67.16,568.54,225.69,2834.53,2689.83,2871.01,474.41,3916.31,1643.71,908.97,908.97,908.97,90.9,943.97,884.97,0,0,0,0,0,0,3073,3225.09,2910.74,741.13,4125.69,2415.57,1,96.4,2023-07-03,54.4,472.42,151.5,512.17,8.68,0.0,3073,6816.51,0.21,0.24,1,0,0,2,1958.26
BEN_25985,Medium,3,4,334.5,360.3,384.79,86.15,565.68,162.98,2636.92,2528.26,2687.54,626.97,4966.54,1664.99,869.71,869.71,869.71,86.97,941.71,847.71,310,310,310,30,310,310,639,662.52,590.7,252.47,1070.54,452.31,2,85.25,2023-07-08,111.5,878.97,289.9,213.0,7.88,0.36,639,4145.64,0.26,0.4,1,1,0,1,1003.49
BEN_20137,Low,7,5,202.91,189.67,227.75,78.58,314.2,100.24,850.09,917.28,775.6,207.93,1502.92,394.95,945.97,945.97,945.97,94.6,1018.97,875.97,0,0,0,0,0,0,286,268.43,232.94,98.95,571.54,166.9,3,100.0,2023-07-14,28.99,121.44,135.14,40.86,4.19,0.0,286,2082.06,0.39,0.35,1,0,1,1,1420.34
BEN_31558,Medium,4,5,111.26,121.1,105.33,37.38,171.26,80.59,855.86,918.65,709.99,231.48,1616.86,375.31,1152.08,1152.08,1152.08,115.21,1216.08,1102.08,0,0,0,0,0,0,763,751.61,849.08,186.49,1456.07,316.41,4,100.0,2022-12-27,27.81,213.96,288.02,190.75,7.69,0.0,763,2770.94,0.34,0.24,1,0,1,1,445.03
BEN_12560,Low,7,5,240.03,249.84,206.42,47.77,477.09,177.2,1760.08,1851.59,1525.85,391.45,2592.25,872.57,938.94,938.94,938.94,93.89,974.94,903.94,349,349,349,30,349,349,3418,3707.5,3401.57,1023.97,5501.49,2504.17,1,100.0,2023-06-07,34.29,251.44,134.13,488.29,7.33,0.37,3418,6117.02,0.2,0.3,1,0,0,0,1680.19
BEN_05634,Medium,2,4,294.26,316.05,331.05,49.74,503.61,201.06,1695.44,1694.78,1800.08,188.56,2397.23,1204.33,1050.8,1050.8,1050.8,0.0,1050.8,1050.8,0,0,0,0,0,0,961,983.68,817.01,344.5,1252.69,497.17,2,80.34,2023-05-06,147.13,847.72,525.4,480.5,5.76,0.0,961,3707.25,0.17,0.36,1,1,4,1,588.52
BEN_05988,Medium,3,5,280.02,300.93,298.59,73.1,402.93,191.89,2090.77,2059.81,2038.04,319.13,2680.86,1288.38,822.17,822.17,822.17,82.22,901.17,761.17,241,241,241,30,241,241,0,0.0,0.0,0.0,0.0,0.0,4,83.75,2023-02-28,93.34,696.92,274.06,0.0,7.47,0.29,0,2912.93,0.26,0.0,1,0,1,5,840.06
BEN_31397,Medium,2,4,328.83,297.06,339.47,103.03,478.61,261.85,2981.37,2764.7,3225.36,600.69,5085.59,1825.92,796.23,796.23,796.23,79.62,884.23,720.23,0,0,0,0,0,0,596,622.68,569.25,228.15,873.51,425.51,4,85.69,2023-08-22,164.41,1490.69,398.11,298.0,9.07,0.0,596,4373.6,0.31,0.38,1,1,0,2,657.66
BEN_01813,High,5,5,577.52,548.32,587.27,228.68,812.54,235.17,5244.72,4971.08,4310.8,1508.96,8337.97,3457.33,1064.2,1064.2,1064.2,106.42,1149.2,980.2,0,0,0,0,0,0,609,608.83,644.94,204.44,792.72,385.63,1,100.0,2023-06-07,115.5,1048.94,212.84,121.8,9.08,0.0,609,6917.93,0.4,0.34,1,0,1,1,2887.59
BEN_10912,High,6,2,119.72,119.8,109.82,41.44,239.39,61.38,1109.79,1186.09,1324.87,174.4,1799.7,726.79,884.28,884.28,884.28,88.43,957.28,835.28,0,0,0,0,0,0,1963,1804.3,2175.02,488.97,2378.88,1217.98,2,72.53,2024-03-21,19.95,184.96,147.38,327.17,9.27,0.0,1963,3957.07,0.35,0.25,0,3,3,3,718.3
BEN_00157,Medium,5,4,186.45,188.96,155.82,33.03,322.77,90.06,1358.55,1443.26,1133.49,141.84,2426.79,613.76,862.32,862.32,862.32,86.23,929.32,826.32,394,394,394,30,394,394,2636,2469.8,2433.76,702.2,4668.8,1993.92,2,75.79,2024-03-09,37.29,271.71,172.46,527.2,7.29,0.46,2636,4856.87,0.18,0.27,1,1,0,1,932.25
BEN_03929,Medium,7,5,266.29,290.75,239.28,61.9,422.05,119.51,1920.45,1943.8,1575.45,446.75,2340.16,1269.41,720.3,720.3,720.3,72.03,754.3,626.3,290,290,290,30,290,290,3496,3206.23,3490.39,764.46,4301.27,2634.34,2,94.26,2023-09-10,38.04,274.35,102.9,499.43,7.21,0.4,3496,6136.75,0.23,0.22,1,0,0,0,1864.0
BEN_20620,Medium,3,3,234.23,221.61,197.75,67.98,466.11,167.15,1596.08,1681.25,1426.93,205.11,1926.31,915.08,1208.7,1208.7,1208.7,120.87,1258.7,1112.7,0,0,0,0,0,0,2932,3064.91,3455.7,970.76,4322.83,2321.16,1,82.97,2023-02-05,78.08,532.03,402.9,977.33,6.81,0.0,2932,5736.78,0.29,0.33,0,2,1,1,702.68
BEN_08379,Medium,6,5,70.61,72.12,56.82,21.71,137.04,47.31,808.99,782.51,872.4,123.27,1323.74,502.58,1063.69,1063.69,1063.69,106.37,1101.69,1020.69,301,301,301,30,301,301,914,837.16,1058.75,218.29,1679.89,531.04,3,100.0,2023-12-19,11.77,134.83,177.28,152.33,11.46,0.28,914,2786.69,0.31,0.24,1,0,0,1,423.65
BEN_15728,High,7,5,634.77,601.93,661.13,136.58,1231.18,423.88,2754.66,2705.31,2714.05,398.27,5435.06,1259.76,1219.23,1219.23,1219.23,121.92,1259.23,1147.23,0,0,0,0,0,0,1059,1147.23,1055.25,390.37,1521.55,685.55,1,97.55,2023-08-09,90.68,393.52,174.18,151.29,4.34,0.0,1059,5032.89,0.22,0.37,1,0,1,1,4443.39
BEN_12934,High,4,5,645.29,601.5,641.9,141.4,1218.13,368.77,4816.39,5106.06,5582.07,1063.22,7515.79,2244.01,893.98,893.98,893.98,89.4,928.98,801.98,439,439,439,30,439,439,1875,1946.04,1837.86,475.8,2740.73,1467.26,4,100.0,2024-01-01,161.32,1204.1,223.5,468.75,7.46,0.49,1875,7585.37,0.22,0.25,1,0,1,1,2581.16
BEN_10431,High,7,3,425.01,388.13,380.98,77.05,804.26,330.56,4531.68,4413.31,3992.99,1177.21,8836.06,2633.22,1245.23,1245.23,1245.23,124.52,1290.23,1168.23,0,0,0,0,0,0,1949,2133.03,2291.08,399.39,3842.21,1521.96,2,92.88,2023-08-12,60.72,647.38,177.89,278.43,10.66,0.0,1949,7725.91,0.18,0.2,0,2,2,0,2975.1
BEN_09102,High,6,3,110.49,114.93,126.06,40.23,168.01,53.0,1252.53,1279.71,1469.15,148.79,1834.83,794.47,1127.16,1127.16,1127.16,112.72,1188.16,1055.16,0,0,0,0,0,0,751,710.96,705.15,283.7,1047.33,579.93,2,93.46,2024-03-20,18.41,208.76,187.86,125.17,11.34,0.0,751,3130.69,0.36,0.38,0,2,1,0,662.93
BEN_12437,High,5,3,284.02,298.78,338.56,95.99,385.26,130.27,1882.59,1830.22,2006.87,429.36,3759.51,1351.28,1264.32,1264.32,1264.32,126.43,1328.32,1204.32,349,349,349,30,349,349,1153,1262.2,1089.74,330.8,1561.99,857.56,4,68.25,2024-02-03,56.8,376.52,252.86,230.6,6.63,0.28,1153,4299.91,0.34,0.29,0,2,2,2,1420.1
BEN_19871,High,4,4,434.2,465.17,420.5,124.75,797.67,297.63,4655.82,4239.51,4154.83,1162.94,7720.2,3018.43,1244.39,1244.39,1244.39,124.44,1279.39,1201.39,0,0,0,0,0,0,718,665.67,828.02,226.45,1023.38,455.02,1,87.33,2023-03-06,108.55,1163.96,311.1,179.5,10.72,0.0,718,6618.22,0.29,0.32,1,1,3,2,1736.8
BEN_22662,High,4,4,601.89,619.01,711.88,237.86,1145.75,404.02,6085.65,5565.52,6556.54,1804.88,7565.37,3393.22,1047.64,1047.64,1047.64,104.76,1108.64,997.64,0,0,0,0,0,0,1635,1549.11,1421.14,422.83,1978.35,1077.39,1,91.04,2023-05-05,150.47,1521.41,261.91,408.75,10.11,0.0,1635,8768.29,0.4,0.26,1,1,1,0,2407.56
BEN_18873,High,4,4,623.97,671.73,739.33,185.25,1091.08,441.84,3246.59,3179.54,2700.6,370.17,5263.98,1889.43,894.26,894.26,894.26,89.43,957.26,857.26,0,0,0,0,0,0,1519,1625.6,1707.46,375.8,1872.54,919.27,2,100.0,2023-03-19,155.99,811.65,223.57,379.75,5.2,0.0,1519,5659.85,0.3,0.25,1,1,0,1,2495.9
BEN_11409,Medium,6,4,114.96,120.79,124.65,38.16,220.51,77.66,637.53,592.19,623.68,174.47,1132.57,373.31,918.63,918.63,918.63,91.86,992.63,833.63,0,0,0,0,0,0,620,663.09,671.12,163.23,1006.08,305.84,3,90.53,2024-01-03,19.16,106.25,153.11,103.33,5.55,0.0,620,2176.16,0.33,0.26,1,1,1,0,689.73
BEN_01174,Low,5,4,138.0,139.9,114.27,40.64,239.33,83.19,732.27,744.69,828.92,166.61,938.92,502.43,747.38,747.38,747.38,74.74,822.38,714.38,326,326,326,30,326,326,2315,2316.83,2235.31,916.38,3640.28,1716.41,3,96.61,2024-01-07,27.6,146.45,149.48,463.0,5.31,0.44,2315,3794.65,0.29,0.4,1,1,2,1,689.99
BEN_11136,High,6,4,535.25,556.8,545.65,170.74,907.29,231.61,4352.2,4572.62,5095.11,679.03,8287.67,3406.2,953.4,953.4,953.4,95.34,1040.4,920.4,0,0,0,0,0,0,869,815.88,748.98,197.24,1620.77,478.63,2,89.86,2023-08-01,89.21,725.37,158.9,144.83,8.13,0.0,869,6174.6,0.32,0.23,1,1,1,0,3211.52
BEN_07683,High,6,4,731.26,770.8,715.99,147.99,1057.43,395.66,5248.21,5536.89,5850.76,607.44,6645.15,2984.12,931.44,931.44,931.44,93.14,965.44,899.44,0,0,0,0,0,0,639,669.59,522.74,224.76,1227.6,384.42,3,84.23,2023-05-31,121.88,874.7,155.24,106.5,7.18,0.0,639,6818.65,0.2,0.35,1,1,1,2,4387.54
BEN_07613,Low,3,4,46.53,50.53,39.8,14.95,62.63,36.14,464.51,468.84,392.05,93.22,698.76,353.24,1054.22,1054.22,1054.22,105.42,1094.22,985.22,276,276,276,30,276,276,350,366.97,369.07,103.35,578.86,231.58,1,97.05,2024-09-16,15.51,154.84,351.41,116.67,9.98,0.26,350,1868.73,0.32,0.3,1,1,0,2,139.6
BEN_16404,Medium,3,5,325.07,356.87,266.17,78.52,462.15,153.58,3582.97,3373.02,4299.08,759.38,5809.34,2310.74,1296.28,1296.28,1296.28,129.63,1357.28,1244.28,0,0,0,0,0,0,829,749.8,704.7,182.24,1110.22,592.43,1,100.0,2024-05-03,108.36,1194.32,432.09,276.33,11.02,0.0,829,5708.24,0.24,0.22,1,0,0,1,975.21
BEN_18891,High,7,4,549.06,598.89,540.28,171.64,732.17,351.83,4682.41,4940.85,4430.29,718.92,7970.01,2168.64,1058.81,1058.81,1058.81,105.88,1136.81,990.81,0,0,0,0,0,0,1955,2033.88,1852.92,578.96,2799.77,1236.78,2,100.0,2022-12-21,78.44,668.92,151.26,279.29,8.53,0.0,1955,7696.21,0.31,0.3,1,1,0,2,3843.4
BEN_20523,Medium,3,5,126.23,116.41,114.93,21.52,247.11,95.0,568.99,567.74,639.59,130.18,858.13,388.43,1178.7,1178.7,1178.7,117.87,1266.7,1154.7,216,216,216,30,216,216,817,871.87,793.6,261.45,1072.58,412.78,2,100.0,2023-01-15,42.08,189.66,392.9,272.33,4.51,0.18,817,2564.69,0.17,0.32,1,0,0,2,378.69
BEN_30483,Medium,3,5,136.08,146.57,123.18,40.32,197.09,97.66,487.31,534.5,528.65,134.88,586.21,247.54,961.15,961.15,961.15,96.12,1027.15,912.15,0,0,0,0,0,0,800,788.81,867.51,162.22,1111.52,636.41,2,99.1,2023-02-08,45.36,162.44,320.38,266.67,3.58,0.0,800,2248.47,0.3,0.2,1,0,0,1,408.23
BEN_30249,Low,3,3,101.59,94.66,91.13,30.53,175.63,58.96,915.15,855.47,872.72,247.23,1148.43,463.44,1142.08,1142.08,1142.08,114.21,1183.08,1118.08,379,379,379,30,379,379,163,178.43,142.11,53.16,251.42,119.24,3,91.3,2023-05-01,33.86,305.05,380.69,54.33,9.01,0.33,163,2220.23,0.3,0.33,0,2,1,2,304.76
BEN_09802,High,3,4,350.21,367.52,384.54,64.5,586.74,205.87,3352.67,3353.05,3300.21,1001.41,6029.23,2681.83,946.33,946.33,946.33,94.63,989.33,880.33,0,0,0,0,0,0,1564,1485.41,1780.56,398.35,2980.1,1078.78,4,87.56,2023-02-19,116.74,1117.56,315.44,521.33,9.57,0.0,1564,5863.0,0.18,0.25,1,1,1,0,1050.63
BEN_22134,High,2,4,374.23,342.14,353.01,96.08,551.4,158.63,2343.14,2411.64,2567.44,498.99,4108.28,1701.32,1101.84,1101.84,1101.84,110.18,1128.84,1050.84,0,0,0,0,0,0,1104,1051.32,965.43,373.08,1549.0,489.54,3,95.0,2023-01-30,187.11,1171.57,550.92,552.0,6.26,0.0,1104,4548.98,0.26,0.34,1,1,0,0,748.46
BEN_08003,Low,2,5,102.35,98.72,111.11,31.99,163.07,79.23,1114.74,1101.76,1134.8,167.27,2044.08,669.95,1226.69,1226.69,1226.69,122.67,1252.69,1193.69,183,183,183,30,183,183,3011,2866.76,3258.33,755.41,5629.43,1382.18,1,98.68,2023-09-05,51.18,557.37,613.34,1505.5,10.89,0.15,3011,5352.43,0.31,0.25,1,0,1,2,204.7
BEN_27567,Low,5,3,156.75,154.31,144.91,43.46,217.37,94.78,1760.37,1910.7,2062.78,339.79,3276.46,1183.11,1234.81,1234.81,1234.81,123.48,1283.81,1200.81,0,0,0,0,0,0,125,131.51,136.11,41.92,245.0,51.25,1,79.55,2023-01-11,31.35,352.07,246.96,25.0,11.23,0.0,125,3120.18,0.28,0.34,0,2,0,1,783.74
BEN_15253,Low,2,5,71.72,65.47,76.16,17.08,86.41,44.54,702.51,721.12,811.91,179.14,1232.16,326.36,1080.08,1080.08,1080.08,108.01,1155.08,1044.08,357,357,357,30,357,357,2594,2633.32,3091.91,1035.24,5152.02,1776.0,3,92.08,2023-11-09,35.86,351.25,540.04,1297.0,9.79,0.33,2594,4376.59,0.24,0.4,1,0,2,1,143.44
BEN_07135,Low,2,4,292.56,280.01,312.06,100.13,365.57,189.31,2357.77,2567.55,2468.15,354.4,2863.73,1530.72,1088.09,1088.09,1088.09,108.81,1152.09,1042.09,223,223,223,30,223,223,251,236.72,268.78,54.61,416.33,179.5,4,97.06,2023-04-11,146.28,1178.88,544.05,125.5,8.06,0.2,251,3696.86,0.34,0.22,1,1,3,0,585.13
BEN_17038,Medium,5,3,401.7,430.29,432.64,61.74,648.48,271.41,3355.25,3264.63,3679.26,781.43,6556.01,2313.88,833.41,833.41,833.41,83.34,893.41,758.41,0,0,0,0,0,0,3091,2965.54,3167.89,1046.84,5023.75,1610.41,1,79.01,2023-05-04,80.34,671.05,166.68,618.2,8.35,0.0,3091,7279.66,0.15,0.34,0,2,2,2,2008.5
BEN_12994,Low,7,4,90.92,83.99,81.77,13.68,125.04,50.5,700.21,674.59,613.34,152.94,876.89,364.61,1100.01,1100.01,1100.01,110.0,1182.01,1009.01,311,311,311,30,311,311,100,94.36,102.95,28.78,125.29,43.31,1,89.09,2023-08-21,12.99,100.03,157.14,14.29,7.7,0.28,100,1900.22,0.15,0.29,1,1,0,1,636.46
BEN_01227,Low,2,3,68.57,70.33,70.34,13.49,116.34,32.61,492.34,497.88,587.82,64.12,717.59,270.01,896.6,896.6,896.6,89.66,949.6,863.6,367,367,367,30,367,367,258,276.42,238.53,64.05,398.83,164.38,1,79.64,2024-02-03,34.28,246.17,448.3,129.0,7.18,0.41,258,1646.94,0.2,0.25,0,2,1,3,137.14
BEN_05352,Low,6,5,57.95,53.99,46.66,16.74,94.93,24.49,389.22,365.73,341.68,115.3,589.45,172.3,1133.04,1133.04,1133.04,113.3,1232.04,1105.04,274,274,274,30,274,274,179,162.21,160.33,39.77,331.25,75.41,2,100.0,2023-12-29,9.66,64.87,188.84,29.83,6.72,0.24,179,1701.25,0.29,0.22,1,0,1,0,347.71
BEN_13539,High,7,4,235.3,252.67,239.72,65.23,306.26,108.72,1380.03,1470.36,1221.62,223.09,1672.09,771.25,849.29,849.29,849.29,84.93,894.29,822.29,0,0,0,0,0,0,1775,1625.96,1858.02,609.05,2334.16,1125.63,2,100.0,2022-12-10,33.61,197.15,121.33,253.57,5.86,0.0,1775,4004.32,0.28,0.34,1,1,1,1,1647.11
BEN_26452,High,4,5,231.98,235.45,263.19,77.12,460.66,128.36,1081.88,987.13,1124.34,236.92,1651.57,703.45,773.97,773.97,773.97,77.4,832.97,738.97,0,0,0,0,0,0,1875,1842.08,1789.26,380.57,3324.16,1125.46,4,92.02,2023-08-12,57.99,270.47,193.49,468.75,4.66,0.0,1875,3730.85,0.33,0.2,1,0,1,0,927.91
BEN_19754,Medium,6,5,269.34,282.65,218.01,81.04,473.68,143.58,1509.42,1420.53,1538.2,365.09,2438.08,1038.48,1002.2,1002.2,1002.2,100.22,1060.2,949.2,0,0,0,0,0,0,573,568.53,515.59,169.42,809.26,439.06,2,100.0,2022-12-29,44.89,251.57,167.03,95.5,5.6,0.0,573,3084.62,0.3,0.3,1,0,0,0,1616.03
BEN_09406,Low,5,5,90.78,98.24,84.3,35.39,179.59,64.7,315.66,289.77,299.57,76.8,457.23,213.03,954.24,954.24,954.24,95.42,978.24,931.24,423,423,423,30,423,423,2289,2430.48,1904.51,684.26,3386.21,915.87,4,100.0,2023-02-27,18.16,63.13,190.85,457.8,3.48,0.44,2289,3558.9,0.39,0.3,1,0,0,1,453.89
BEN_13414,High,5,4,119.29,126.22,117.3,29.67,168.1,50.56,881.89,830.89,1043.52,92.35,1266.72,374.22,943.09,943.09,943.09,94.31,1011.09,893.09,346,346,346,30,346,346,1706,1673.0,1873.72,499.38,2465.62,1097.4,1,86.41,2023-08-30,23.86,176.38,188.62,341.2,7.39,0.37,1706,3530.98,0.25,0.29,1,1,1,1,596.47
BEN_06721,Medium,2,4,230.66,220.12,251.76,51.57,431.95,134.46,936.18,909.72,780.07,211.24,1351.56,723.46,967.72,967.72,967.72,96.77,1026.72,899.72,0,0,0,0,0,0,735,766.09,610.91,263.48,1322.38,507.48,4,75.02,2023-06-28,115.33,468.09,483.86,367.5,4.06,0.0,735,2638.9,0.22,0.36,1,1,2,0,461.32
BEN_15602,Medium,6,4,177.74,184.45,145.4,32.9,260.16,137.66,514.27,543.78,443.67,127.68,739.49,374.54,1039.83,1039.83,1039.83,103.98,1060.83,944.83,202,202,202,30,202,202,832,774.55,892.29,257.67,1552.93,648.77,1,79.7,2023-05-27,29.62,85.71,173.3,138.67,2.89,0.19,832,2386.1,0.19,0.31,1,1,0,1,1066.44
BEN_28077,High,3,4,310.29,308.76,324.93,88.25,419.78,179.75,1699.85,1548.49,1907.69,312.99,3005.87,1070.34,1208.93,1208.93,1208.93,120.89,1244.93,1132.93,0,0,0,0,0,0,461,453.72,525.78,137.98,590.99,349.65,2,78.69,2023-02-11,103.43,566.62,402.98,153.67,5.48,0.0,461,3369.78,0.28,0.3,1,1,3,3,930.88
BEN_14472,Low,5,5,156.54,163.61,171.7,32.45,202.79,82.05,1182.15,1192.6,1407.26,245.39,1885.94,507.91,893.43,893.43,893.43,89.34,986.43,873.43,438,438,438,30,438,438,419,449.63,355.31,128.66,657.02,191.08,4,97.92,2023-11-27,31.31,236.43,178.69,83.8,7.55,0.49,419,2494.59,0.21,0.31,1,0,1,1,782.69
BEN_02730,Low,3,3,160.14,144.29,160.23,42.76,297.39,80.41,1109.12,1156.67,1235.87,327.76,1667.72,591.02,983.34,983.34,983.34,98.33,1061.34,909.34,185,185,185,30,185,185,269,273.86,321.86,65.93,362.28,204.31,2,71.94,2023-01-16,53.38,369.71,327.78,89.67,6.93,0.19,269,2361.45,0.27,0.25,0,2,1,1,480.42
